author,title,description,url,urlToImage,publishedAt,content,source_id,source_name
Pierluigi Paganini,Medusa ransomware gang claims the hack of Toyota Financial Services,Toyota Financial Services discloses unauthorized activity on systems after the Medusa ransomware gang claimed to have hacked the company. Toyota Financial Services confirmed the discovery of unauthorized activity on systems in a limited number of its location…,https://securityaffairs.com/154319/data-breach/toyota-financial-services-medusa-ransomware.html,https://securityaffairs.com/wp-content/uploads/2023/11/image-21.png,2023-11-17T19:58:14Z,"Medusa ransomware gang claims the hack of Toyota Financial Services
Toyota Financial Services confirmed the discovery of unauthorized activity on systems in a limited number of its locations.
“Toyo… [+2655 chars]",null,Securityaffairs.com
null,South Africa: Tourists Are Returning to South Africa - but the Sector Will Need to Go Green to Deal With the Country's Electricity Crisis,"[The Conversation Africa] For the past 16 years South Africans have dreaded rolling power cuts euphemistically dubbed ""loadshedding"". These are caused by the ailing state power entity Eskom's crumbling infrastructure and its over-reliance on ageing and poorly…",https://allafrica.com/stories/202311100002.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-10T04:35:41Z,"For the past 16 years South Africans have dreaded rolling power cuts euphemistically dubbed ""loadshedding"". These are caused by the ailing state power entity Eskom's crumbling infrastructure and its … [+5683 chars]",null,AllAfrica - Top Africa News
"Christine Ro, Contributor, 
 Christine Ro, Contributor
 https://www.forbes.com/sites/christinero/",Solar Fans: Simple But Transformative,"Over 7.5 million people are using high-performance solar-powered fans, but the number should be higher.",https://www.forbes.com/sites/christinero/2023/11/13/solar-fans-simple-but-transformative/,https://imageio.forbes.com/specials-images/imageserve/6551ff3212a32ef305579e7e/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-13T11:35:42Z,"Lawal Sheriff Olakunle with his solar fan.
Ayoola Tolulope Temidayo / Sun King.
Living in Lagos, 33-year-old Lawal Sheriff Olakunle is used to electricity shortages. He considers 1015 hours of elec… [+10253 chars]",null,Forbes
Steve Hanley,"Nigeria Has Ended Fossil Fuel Subsidies, Giving Solar Power A Boost","Solar power in Nigeria is experiencing a breakthrough moment. The poster child for neo-colonialism in Africa, Nigeria is that continent’s largest producer of crude oil. Yet it has no refineries of its own, which means Nigerians pay exorbitant prices for gasol…",https://cleantechnica.com/2023/11/08/nigeria-has-ended-fossil-fuel-subsidies-giving-solar-power-a-boost/,https://cleantechnica.com/files/2023/11/Arnergy-wide.jpg,2023-11-08T12:55:35Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Solar power in Nigeria is experiencing a breakthrough moment. The poster child for neo-colonialism in Africa,… [+7516 chars]",null,CleanTechnica
"Royston Wild, Contributor, 
 Royston Wild, Contributor
 https://www.forbes.com/sites/roystonwild/",Burberry Shares Drop 8% As Retailer Flags Possible Profits Downgrade,"Revenues rose 4% during the 26 weeks to 30 September, to £1.4 billion, as sales trekked lower across all of its markets.",https://www.forbes.com/sites/roystonwild/2023/11/16/burberry-shares-drop-8-as-it-tips-possible-profits-downgrade/,https://imageio.forbes.com/specials-images/imageserve/6555e635e0d8e16d774ec8d6/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-16T10:20:25Z,"Photographer: Jason Alden/Bloomberg
© 2023 Bloomberg Finance LP
Luxury fashion brand Burberry Group led the FTSE 100 lower on Thursday after warning that slowing sales could cause it to cut full-ye… [+3002 chars]",null,Forbes
null,Africa: Climate Change and Farming - Economists Warn More Needs to Be Done to Adapt in Sub-Saharan Africa,[The Conversation Africa] Sub-Saharan African countries strongly rely on the agricultural and forestry sectors. Agriculture contributes up to 60% of some countries' gross domestic product. But the sector is highly vulnerable to climate change because it relie…,https://allafrica.com/stories/202311170003.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-17T04:34:37Z,Sub-Saharan African countries strongly rely on the agricultural and forestry sectors. Agriculture contributes up to 60% of some countries' gross domestic product. But the sector is highly vulnerable … [+5536 chars],null,AllAfrica - Top Africa News
null,Africa: Three Basins Summit in Brazzaville Can Open Doors for An Alternative Future,"[The Greenpeace] Brazzaville, Republic of the Congo -- Primary forest protection and the restoration of degraded natural forests must be priorities for the landmark Three Basins Summit in the Republic of the Congo, which marks an unprecedented initiative aime…",https://allafrica.com/stories/202310270364.html,https://cdn05.allafrica.com/download/pic/main/main/csiid/00611458:70fa5944723df40f57341593963dd823:arc614x376:w1200.jpg,2023-10-27T09:35:49Z,"Brazzaville, Republic of the Congo — Primary forest protection and the restoration of degraded natural forests must be priorities for the landmark Three Basins Summit in the Republic of the Congo, wh… [+5590 chars]",null,AllAfrica - Top Africa News
null,Africa: Diabetes Is South Africa's Second Biggest Killer Disease,[The Conversation Africa] Death rates in South Africa have declined slightly during the past few years. But the country faces a steady rise in both death and disability caused by increases in non-communicable diseases such as diabetes and cancer.,https://allafrica.com/stories/202310310005.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-10-31T04:52:05Z,Death rates in South Africa have declined slightly during the past few years. But the country faces a steady rise in both death and disability caused by increases in non-communicable diseases such as… [+6573 chars],null,AllAfrica - Top Africa News
Editorial Team,Dubai calls on global start-ups to participate in DIFC’s inaugural $1m 'FinTech World Cup',"Dubai FinTech Summit, organised by Dubai International Financial Centre (DIFC), the leading global financial hub in the Middle East, Africa and South Asia (MEASA) region, today announced the launch of the FinTech World Cup (FWC), the first-of-its-kind on a gl…",https://www.finextra.com/pressarticle/98822/dubai-calls-on-global-start-ups-to-participate-in-difcs-inaugural-1m-fintech-world-cup,https://www.finextra.com/about/finextra-logo.png,2023-11-16T10:40:00Z,"Dubai FinTech Summit, organised by Dubai International Financial Centre (DIFC), the leading global financial hub in the Middle East, Africa and South Asia (MEASA) region, today announced the launch o… [+2890 chars]",null,Finextra
null,South Africa: What the Reserve Bank Report Had to Say About the Phala Phala Couch Cash,"[Daily Maverick] Two suspects are facing criminal charges for their alleged role in the theft of $580,000 from President Cyril Ramaphosa's Phala Phala farm in February 2020. But where did the money come from and why was it never declared? According to the Sou…",https://allafrica.com/stories/202311080027.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-08T05:44:36Z,"Two suspects are facing criminal charges for their alleged role in the theft of $580,000 from President Cyril Ramaphosa's Phala Phala farm in February 2020. But where did the money come from and why … [+1454 chars]",null,AllAfrica - Top Africa News
Lameez Omarjee,News24 | Govt to offer tax support to boost local electric vehicle producers,Finance Minister Enoch Godongwana says tax support to boost domestic electric vehicle production will likely start flowing from 2026.,https://www.news24.com/fin24/climate_future/news/govt-to-offer-tax-support-to-boost-local-electric-vehicle-producers-20231101,https://cdn.24.co.za/files/Cms/General/d/7832/639c11ef141e45ea83ed6d9ec964651a.jpg,2023-11-01T13:37:27Z,"Government plans to introduce tax measures to boost the production of electric vehicles in South Africa, likely from 2026.
""In automotives - a major export and source of employment - the transition … [+332 chars]",news24,News24
Science X,Research reveals extreme fluctuations between drought and flooding are devastating millions of lives,"New research reveals millions of people around the world living in poverty have been experiencing a ""climate hazard flip"" since the turn of the century.",https://phys.org/news/2023-11-reveals-extreme-fluctuations-drought-devastating.html,https://scx2.b-cdn.net/gfx/news/hires/2023/drought-flood.jpg,2023-11-14T19:50:07Z,"New research reveals millions of people around the world living in poverty have been experiencing a ""climate hazard flip"" since the turn of the century.
This comes at a pivotal moment, as world lead… [+8891 chars]",null,Phys.Org
null,"Africa: Time to Convert Climate Change Rhetoric Into Action, Says WFP's Gernot Laganda","[IPS] HYDERABAD, INDIA -- 'If you ask what climate justice is, then the litmus test for climate justice is at the local level. So, climate justice needs to be judged by how many people are protected from climate-vulnerable conditions that they have no hand in…",https://allafrica.com/stories/202311150016.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-15T04:32:37Z,"HYDERABAD, INDIA — 'If you ask what climate justice is, then the litmus test for climate justice is at the local level. So, climate justice needs to be judged by how many people are protected from cl… [+12583 chars]",null,AllAfrica - Top Africa News
info@groundup.org.za (GroundUp),South Africa: Protesters Call for Closure of Israeli Embassy,[GroundUp] Cape Town march in support of Palestine,https://allafrica.com/stories/202311020109.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-02T06:14:38Z,"Cape Town march in support of Palestine 
Several hundred protesters gathered outside the Cape Peninsula University of Technology (CPUT) parking lot in Cape Town on Wednesday. They called for a cease… [+4905 chars]",null,AllAfrica - Top Africa News
fin24,News24 | Electricity minister to stand in for Godongwana,"Kgosientsho Ramokgopa is acting finance minister, while Enoch Godongwana takes leave.",https://www.news24.com/fin24/economy/electricity-minister-to-stand-in-for-godongwana-20231114,https://cdn.24.co.za/files/Cms/General/d/2801/d75b908f5de54bbd85583e9815383085.jpg,2023-11-14T12:50:47Z,"South Africa’s president appointed Kgosientsho Ramokgopa as acting finance minister, while Enoch Godongwana takes leave.
Ramokgopa, appointed in March as the nation’s energy czar to end the nation’s… [+605 chars]",news24,News24
Cointelegraph By Ana Paula Pereira,"VC Roundup: private accounts, tokenization, and healthcare infrastructure grab investors’ attention","Nocturne, Untangled Finance, Account Labs, Rymedi, and Waterfall network secure venture capital funding in the latest funding blitz.",https://cointelegraph.com/news/vc-roundup-private-accounts-tokenization-healthcare-infrastructure-investors,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2023-11/61522f37-cd43-49ca-a04d-c0f3c35549fb.jpg",2023-11-05T20:49:23Z,"Blockchain-based startups continue to gather funding during the current bear market, with MetaMask partner Blockaid raising $33 million in October. However, the overall funding in the crypto industry… [+4977 chars]",null,Cointelegraph
africarenewal@un.org (Africa Renewal),Angola: Angola At the UN - Diversifying Angola's Economy to Boost Trade Exports,[Africa Renewal] Amb. Francisco José da Cruz explains how promoting domestic production and consumption will create more jobs and boost incomes,https://allafrica.com/stories/202311140012.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-11-14T04:53:01Z,"Amb. Francisco José da Cruz explains how promoting domestic production and consumption will create more jobs and boost incomes
Ambassador Francisco José da Cruz is the Permanent Representative of th… [+11408 chars]",null,AllAfrica - Top Africa News
Damilola Aina,"Africa risks losing 15% of GDP to climate change, says AADFI",Development Finance Institutions under the auspices of the Association of African Development Finance Institutions have called for actionable plans to incorporate climate-resilient products into African business models as part of solutions to address climate …,https://punchng.com/africa-risks-losing-15-of-gdp-to-climate-change-says-aadfi/,https://cdn.punchng.com/wp-content/uploads/2023/11/12013529/AADFI.png,2023-11-11T23:33:42Z,Development Finance Institutions under the auspices of the Association of African Development Finance Institutions have called for actionable plans to incorporate climate-resilient products into Afri… [+2085 chars],null,The Punch
Daniel Immerwahr,Zoning Out,"To stand on the 102nd floor of the Empire State Building in 1950 was to stand atop the world. From the world’s tallest building you could gaze down upon Wall Street, the world’s financial center. Or you could look uptown toward the Metropolitan Museum of Art,…",https://www.nybooks.com/articles/2023/11/23/zoning-out-crack-up-capitalism-quinn-slobodian/,https://www.nybooks.com/wp-content/uploads/2023/10/immerwahr_1-112323-900.jpg,2023-11-02T12:00:00Z,"Aleksandar Tomic/Alamy
Dubai Silicon Oasis, a free zone that promotes the tech industry, United Arab Emirates, May 2021
To stand on the 102nd floor of the Empire State Building in 1950 was to stand… [+25870 chars]",null,The New York Review of Books
Schuyler Mitchell,Unproven “Advanced Recycling” Facilities Have Received Millions in Public Subsidies,"The petrochemical industry is lobbying for “advanced recycling” as a solution to plastic pollution, but a new report reveals a troubling track record at U.S. facilities.
The post Unproven “Advanced Recycling” Facilities Have Received Millions in Public Subsid…",http://theintercept.com/2023/10/31/plastics-pollution-advanced-recycling/,https://theintercept.com/wp-content/uploads/2023/10/GettyImages-1475642641.jpg-1.jpg?fit=6314%2C3157&w=1200&h=800,2023-10-31T15:32:00Z,"When oil and gas companies first launched their campaign to promote recycling to the American public, they pitched the process as a viable and sustainable solution to the plastic pollution problem. M… [+8459 chars]",null,The Intercept
RT,Africa against neocolonialism: Why does the continent's struggle for self-sufficiency remain so difficult?,Africa’s regional organizations are trying to overcome the legacy of their neocolonial background Read Full Article at RT.com,https://www.rt.com/africa/585928-africa-fight-against-neocolonialism/,https://mf.b37mrtl.ru/files/2023.10/article/653b7e5f85f54029b4228352.jpg,2023-10-28T12:04:07Z,"Over the past three years, the political events in Mali, Guinea, Burkina Faso, and Niger have attracted international attention and raised the issue of external influence in the Economic Community of… [+13110 chars]",rt,RT
Renée Bonorchis,News24 | Treasury cooks up a crisis plan to combat the state's debt blowout,"South Africa, already struggling with low economic growth and high debt-servicing costs, is planning to cut state spending, borrow more and raise taxes to compensate for a drop in revenue and increased expenditure.",https://www.news24.com/fin24/economy/treasury-cooks-up-a-crisis-plan-to-combat-the-states-debt-blowout-20231101,https://cdn.24.co.za/files/Cms/General/d/8510/7ae96a8b2bb441c4a5fea6d41f7f2232.jpg,2023-11-01T13:07:13Z,"South Africa, already struggling with low economic growth and high debt-servicing costs, is planning to cut state spending, borrow more and raise taxes to compensate for a drop in revenue and increas… [+515 chars]",news24,News24
RT,Russian firms may reside in India’s industrial zones — ministry,Russia’s Ministry of Industry and Trade said it is mulling the possibility of localizing Russian companies in Indian industrial zones Read Full Article at RT.com,https://www.rt.com/india/585745-india-industrial-zone-russia-companies/,https://mf.b37mrtl.ru/files/2023.10/article/6538d65685f540505d322864.jpg,2023-10-25T08:59:53Z,"Moscow is considering the idea of localizing companies in industrial zones in India, the Russian Ministry of Industry and Trade said on Wednesday.
According to the ministry, vigorous efforts are cur… [+1427 chars]",rt,RT
RT,BRICS should create their own internet – MP,"A Russian lawmaker has suggested that the BRICS nations should create their own Internet, separate from the Western-dominated one Read Full Article at RT.com",https://www.rt.com/business/587047-brics-russia-alternative-internet/,https://mf.b37mrtl.ru/files/2023.11/article/654f414185f5405c5741ee73.jpg,2023-11-11T09:01:19Z,"Russia should develop an alternative Internet in collaboration with the other BRICS nations, according to a proposal made by the first deputy chairman of the State Duma Control Committee, Dmitry Guse… [+1254 chars]",rt,RT
RT,Russia and Venezuela confirm de-dollarization plans,"Trade between Russia and Venezuela will soon shift to national currencies, the Venezuelan foreign minister has said Read Full Article at RT.com",https://www.rt.com/business/587408-russia-venezuela-confirm-dedollarization-plans/,https://mf.b37mrtl.ru/files/2023.11/article/655618582030275b6d52226e.jpg,2023-11-16T14:04:04Z,"Moscow and Caracas are making progress towards de-dollarization and hope to switch to national currencies in trade soon, Venezuelan Foreign Minister Yvan Gil Pinto announced on Thursday.
Pinto, who … [+1260 chars]",rt,RT
null,The EU’s Ports Strategy should focus on disrupting global hubs of illicit trade,"The EU’s Ports Strategy proposes measures to intercept drugs and other illicit goods on arrival in Europe, but disrupting global black market hubs will have a far greater impact, David M Luna writes.",https://www.euronews.com/2023/11/03/the-eus-ports-strategy-should-focus-on-disrupting-global-hubs-of-illicit-trade,https://static.euronews.com/articles/stories/08/01/08/56/1000x563_cmsv2_c3e60672-6495-5f7a-acce-843f070bc8cf-8010856.jpg,2023-11-03T17:07:15Z,"The EUs Ports Strategy proposes measures to intercept drugs and other illicit goods on arrival in Europe, but disrupting global black market hubs will have a far greater impact, David M Luna writes.… [+4816 chars]",null,Euronews
James Tweedie,West's African Rail Rival to China's Belt and Road is Imperialist 'Pipe-Dream',"Plans by the G7 countries to build a railway across southern Africa — to speed the export of raw minerals — contrasts with China's project to connect the developing world in a grand trade network, says peace activist KJ Noh.",https://sputnikglobe.com/20231107/wests-african-rail-rival-to-chinas-belt-and-road-is-imperialist-pipe-dream-1114786365.html,https://cdn1.img.sputnikglobe.com/images/sharing/article/eng/1114786365.jpg?11117030931699370652,2023-11-07T15:24:10Z,"Get the latest Africa news from Sputnik: breaking news, photos, videos, analysis, and features.
https://sputnikglobe.com/20231107/wests-african-rail-rival-to-chinas-belt-and-road-is-imperialist-pipe… [+6762 chars]",null,Sputnikglobe.com
RT,BRICS trade surges by half – Bloomberg,Trade turnover among the BRICS’ five current members soared 56% from 2017 to 2022 Read Full Article at RT.com,https://www.rt.com/business/586567-brics-trade-surge-half-billion/,https://mf.b37mrtl.ru/files/2023.11/article/6546405b85f540067037e04a.jpg,2023-11-04T13:01:50Z,"The five current members of the BRICS group increased trade by 56% from 2017 to 2022, reaching some $422 billion worth of turnover last year, Bloomberg reported on Friday.
BRICS currently comprises … [+1973 chars]",rt,RT
"Brian Ganson, Professor and Head, Centre on Conflict & Collaboration, Stellenbosch University, Anne Spencer Jamison, Assistant Professor of International Economics, Government, and Business, Copenhagen Business School, Witold Jerzy Henisz, Vice Dean and Faculty Director, ESG Inititative; Deloitte & Touche Professor of Management, University of Pennsylvania",Projects funded by the World Bank Group's private sector arm fuel armed conflict – it's time to reform the system,"A single International Finance Corporation project, on average, causes 7.6 additional armed conflict events in the year after it is introduced.",https://theconversation.com/projects-funded-by-the-world-bank-groups-private-sector-arm-fuel-armed-conflict-its-time-to-reform-the-system-217454,https://images.theconversation.com/files/559035/original/file-20231113-21-y77vl9.jpg?ixlib=rb-1.1.0&q=45&auto=format&w=1356&h=668&fit=crop,2023-11-14T14:10:37Z,"To what extent does private investment help developing countries to reduce conflict and violence and to achieve the Sustainable Development Goals? 

This is a hotly debated issue. Most international … [+6550 chars]",null,The Conversation Africa
"Macky Sall, Akinwumi Adesina, and Patrick Verkooijen",Time Is Running Out To Help Africa Feed Itself | Opinion,We need to end the cycle of broken commitments and transform the continent's agriculture sector once and for all.,https://www.newsweek.com/time-running-out-help-africa-feed-itself-opinion-1844136,https://d.newsweek.com/en/full/2309873/farmer-ploughs-field.jpg,2023-11-17T11:15:01Z,"The challenge of feeding the world is immense, given the unrelenting effects of climate change, from droughts and floods, both of which have increased in frequency and intensity in Africa. To secure … [+6150 chars]",newsweek,Newsweek
RT,Oil could hit $120 next year – Fitch Ratings,"The oil price shock could weigh on global economic growth in 2024 and push up inflation, Fitch Ratings has warned Read Full Article at RT.com",https://www.rt.com/business/587161-oil-price-growth-middle-east-conflict/,https://mf.b37mrtl.ru/files/2023.11/article/65520bba2030274a1e77a741.jpg,2023-11-13T12:12:16Z,"The conflict in the Middle East threatens to disrupt the oil supply and subsequently hurt global economic growth in 2024, Fitch Ratings has warned.
In a report on Friday, the agency outlined a poten… [+1909 chars]",rt,RT
RT,G7 Russian diamond plan will devastate African miners – regulator,"A Western plan to track Russian diamonds could disrupt the global supply chain and hurt major mining nations, according to Kimberley Process Read Full Article at RT.com",https://www.rt.com/africa/587238-russian-diamonds-g7-africa-miners/,https://mf.b37mrtl.ru/files/2023.11/article/655385ac20302715546167e9.jpg,2023-11-14T14:42:15Z,"The Group of Seven (G7) nations’ plan to track and trace Russian diamonds will bring “irreparable harm” to African producers, according to Ahmed bin Sulayem, who heads up the multilateral regulatory … [+2218 chars]",rt,RT
RT,Western company to contest Chinese rival for African resources,An Australian miner will take a Congolese company to international arbitration over claims to a lithium project in DR Congo Read Full Article at RT.com,https://www.rt.com/africa/586170-china-australia-africa-lithium/,https://mf.b37mrtl.ru/files/2023.10/article/653faea285f540371b414ae1.jpg,2023-10-30T13:38:26Z,"Australian miner AVZ Minerals is heading to international arbitration over rights to one of the world’s largest hard-rock lithium deposits in the Democratic Republic of the Congo (DRC), the company a… [+2237 chars]",rt,RT
Renée Bonorchis,News24 | Medium-term budget: Focus on cost cutting as state spending surges,SA government spending has hit more than R1 trillion so far this year.,https://www.news24.com/fin24/economy/medium-term-budget-focus-on-cost-cutting-as-state-spending-surges-20231101,https://cdn.24.co.za/files/Cms/General/d/7645/78c7b7eb6e5545289fde57f1b7611e25.jpg,2023-11-01T03:09:05Z,"South Africa is both spending more than it was last year and taking in less in taxes, leaving Finance Minister Enoch Godongwana no choice but to try to curb expenditure and find more money in his Med… [+772 chars]",news24,News24
Compiled by Lameez Omarjee,News24 | Climate news wrap | Meet SA's bird of the year. Advocate for groundbreaking loss and damage fund dies,"BirdLife South Africa has announced the 2024 Bird of the Year, and it's the endangered bateleur.",https://www.news24.com/fin24/climate_future/news/climate-news-wrap-meet-sas-bird-of-the-year-advocate-for-groundbreaking-loss-and-damage-fund-dies-20231105,https://cdn.24.co.za/files/Cms/General/d/9759/a59de4cec22140d3afed111ff1e1f256.jpg,2023-11-05T07:38:13Z,"Meet the bird of the year
BirdLife South Africa has announced the 2024 bird of the year, and it's the endangered bateleur.
The bird of prey is also known as the berghaan in Afrikaans, ingqungqulu i… [+11743 chars]",news24,News24
RT,Production of luxury Russian cars begins in UAE,"Assembly of Russian executive class of vehicles Aurus has been launched in Dubai, Deputy PM Denis Manturov has announced Read Full Article at RT.com",https://www.rt.com/business/587163-russia-car-production-aurus-uae/,https://mf.b37mrtl.ru/files/2023.11/article/655205c985f5405340051ea1.jpg,2023-11-14T05:49:21Z,"Russia has started to assemble the domestic luxury car brand Aurus in the United Arab Emirates, Deputy Prime Minister Denis Manturov announced on Sunday.
Production started with the executive sedan,… [+1505 chars]",rt,RT
RT,Indonesia could join BRICS – presidential candidate,"Joining BRICS could benefit the Indonesian economy, Defense Minister Prabowo Subianto says Read Full Article at RT.com",https://www.rt.com/business/587190-indonesia-plan-join-brics/,https://mf.b37mrtl.ru/files/2023.11/article/6553221b85f54062b3296e18.jpg,2023-11-14T11:36:03Z,"Indonesia could join the BRICS economic group, presidential candidate Prabowo Subianto told reporters on Monday during a campaign speech on foreign policy strategy.
According to Subianto, who curren… [+1707 chars]",rt,RT
Loz Blain,First commercial-scale ocean thermal energy generator slated for 2025,"In an average day, tropical oceans absorb about 278 petawatt-hours of solar energy. Harvesting just 1/4000th of that energy would supply the entire world's daily electricity – and ocean thermal energy conversion provides a possible method.Continue ReadingCate…",https://newatlas.com/energy/global-otec-power-dominique/,https://assets.newatlas.com/dims4/default/cdb116b/2147483647/strip/true/crop/1024x538+0+73/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F89%2Fc5%2F158646eb469da9ca9aae51fb6e5b%2Fdominique-updated-1-1024x576.png&na.image_optimisation=0,2023-11-14T08:30:09Z,"In an average day, tropical oceans absorb about 278 petawatt-hours of solar energy. Harvesting just 1/4000th of that energy would supply the entire world's daily electricity and ocean thermal energy … [+6991 chars]",null,New Atlas
Fatteh Hamid,How returning broke after two degrees in S’Africa influenced me – Money Africa CEO,"Chief Executive Officer and Founder, Money Africa and Ladda NG, Oluwatosin Olaseinde, tells FATTEH HAMID about her career in finance and why it is important to teach children about money at a young age What are fond memories of your childhood? I’m Oluwatosin …",https://punchng.com/how-returning-broke-after-two-degrees-in-safrica-influenced-me-money-africa-ceo/,https://cdn.punchng.com/wp-content/uploads/2023/11/18213803/OLUWATOSIN-OLASEINDE.jpg,2023-11-18T23:02:57Z,"Chief Executive Officer and Founder, Money Africa and Ladda NG, Oluwatosin Olaseinde, tells FATTEH HAMID about her career in finance and why it is important to teach children about money at a young a… [+13502 chars]",null,The Punch
"Rachel Wells, Contributor, 
 Rachel Wells, Contributor
 https://www.forbes.com/sites/rachelwells/",25 Million Project Managers In Demand As Median Salaries Soar To $120k,"Project management professionals are in high demand, with roles promising six-figure salaries; however, there are multiple factors that influence your salary potential.",https://www.forbes.com/sites/rachelwells/2023/11/10/25-million-project-managers-in-demand-as-median-salaries-soar-to-120k/,https://imageio.forbes.com/specials-images/imageserve/654e16fd9d64d55e077d2ee9/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-10T11:56:27Z,"Project management professionals are in high demand, and these roles promise six-figure salaries; ... [+] however, there are multiple factors at play that can influence your salary potential.
getty… [+4047 chars]",null,Forbes
"Tim Treadgold, Contributor, 
 Tim Treadgold, Contributor
 https://www.forbes.com/sites/timtreadgold/",Diamond Glut Dulls The Gem Business Sparkle,"A glut of diamonds, both mined and man-made, could be an early present for holiday season shoppers and a crisis for miners, manufacturers, and jewelers.",https://www.forbes.com/sites/timtreadgold/2023/11/06/diamond-glut-dulls-the-gem-business-sparkle/,https://imageio.forbes.com/specials-images/imageserve/65498f6f13d483ec1b6a1dfd/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2023-11-07T02:02:18Z,"A glut of diamonds, both mined and man-made, could be an early present for holiday season shoppers and a crisis for miners, manufacturers, and jewelers.
Mutiple negative factors, including global ec… [+4259 chars]",null,Forbes
Eric Worrall,Forbes: Climate Policy Hurts the Poor More than Climate Change,"Have we all just entered a parallel universe where mainstream media publishes articles which make sense?
The post Forbes: Climate Policy Hurts the Poor More than Climate Change first appeared on Watts Up With That?.",https://wattsupwiththat.com/2023/10/27/forbes-climate-policy-hurts-the-poor-more-than-climate-change/,https://wattsupwiththat.com/wp-content/uploads/2020/12/wuwt-logo.jpg,2023-10-27T18:00:00Z,"Essay by Eric Worrall
Have we all just entered a parallel universe where mainstream media publishes articles which make sense? 
Climate Change Hurts The Poor: But Not The Way You Think It Does
Til… [+2851 chars]",null,Wattsupwiththat.com
Branded Content,Branch Nigeria wins Digital Leading Company of the year at Africa Bank 4.0 Summit 2023,"Branch Nigeria, a leading digital lending company, has been named Digital Lending Company of the Year at the 13th Africa Bank 4.0 Summit 2023. In addition to this outstanding achievement the Managing Director,  Dayo Odulate-Ademola, was also awarded Best CEO …",https://punchng.com/branch-nigeria-wins-digital-leading-company-of-the-year-at-africa-bank-4-0-summit-2023/,https://cdn.punchng.com/wp-content/uploads/2023/10/25104414/branch.jpg,2023-10-25T06:41:21Z,"Branch Nigeria, a leading digital lending company, has been named Digital Lending Company of the Year at the 13th Africa Bank 4.0 Summit 2023. In addition to this outstanding achievement the Managing… [+2680 chars]",null,The Punch
Sophie McBain,Sam Bankman-Fried and the effective altruism delusion,"Editor's note: This article was originally published on 20 September. On 3 November, 'Crypto King' Sam Bankman-Fried was found guilty of fraud and money laundering. Sophie McBain looks at whether the",https://www.newstatesman.com/long-reads/2023/11/sam-bankman-fried-crypto-king-effective-altruism,https://dl6pgk4f88hky.cloudfront.net/2023/09/20/202339EffectiveAltruismmain-800x418.jpg?1699024057,2023-11-03T15:41:10Z,"Editors note: This article was originally published on 20 September. On 3 November, Crypto King Sam Bankman-Fried was found guilty of fraud and money laundering. Sophie McBain looks at whether the id… [+32165 chars]",null,New Statesman
Jocelyn Matyas,Beyond the climate jargon: Reflections from climate conference season 2023,"Jocelyn Matyas, who manages the Cisco Foundation's Climate Impact and Regeneration Investing Portfolio, shares lessons from climate conference season.",https://blogs.cisco.com/our-corporate-purpose/beyond-the-climate-jargon-reflections-from-climate-conference-season-2023,https://storage.googleapis.com/blogs-images/ciscoblogs/1/2023/11/rsz_gettyimages-1497725374-gcc-sustainability-walk-in-the-park-1024x682.jpg,2023-11-17T15:32:31Z,"For professionals of many sectors, fall is the season for a marathon of conferences, panels, webinars and events. For the climate sector, this is no exception and Climate Week NYC kicked it off with … [+7682 chars]",null,Cisco.com
Asad Ismi,Hi Michel–this is what I can do in 5 hours–Asad’s economic warfare article,"Through colonialism, neocolonialism and continuing imperialism, the Western elite and its proxies have been making war on the Global South for the last six centuries. This imperialism involves not only military war, the effects of which are obviously devastat…",https://www.globalresearch.ca/hi-michel-this-is-what-i-can-do-in-5-hours-asads-economic-warfare-article/5839396,null,2023-11-10T03:41:07Z,"Through colonialism, neocolonialism and continuing imperialism, the Western elite and its proxies have been making war on the Global South for the last six centuries. This imperialism involves not on… [+8221 chars]",null,Globalresearch.ca
